id,acct_code,transaction_name,location,transaction_amount,x_amt1,x_amt2,transaction_date,x_date1,x_date2
368,200000002,Great Plains Energy Inc,Philippines,7939217,5498555,7174059,2022-05-22 00:46:15,2022-05-05 17:31:32,2021-03-11 19:50:52
369,100000003,Otelco Inc.,Colombia,5130642,4160228,4539476,2022-02-02 11:44:52,2020-08-05 20:18:53,2022-11-03 06:08:39
370,200000004,Pangaea Logistics Solutions Ltd.,United Kingdom,5038545,7876210,3757724,2022-04-05 13:36:19,2022-10-30 11:21:41,2023-10-08 16:25:09
371,100000007,Bank of South Carolina Corp.,Colombia,5485602,5373049,4444958,2023-09-02 02:42:47,2021-06-10 03:23:39,2020-03-21 22:19:14
372,100000006,"ICC Holdings, Inc.",Philippines,8801087,9778343,1106665,2022-08-05 05:34:54,2022-12-30 12:56:36,2021-01-09 19:12:41
373,200000600,SecureWorks Corp.,Philippines,9240788,1891611,446582,2020-03-23 06:34:26,2021-04-28 13:54:56,2022-03-13 22:26:35
374,200000001,Oxford Lane Capital Corp.,Philippines,328294,1575546,5322754,2021-06-29 05:58:13,2020-09-08 06:30:49,2023-07-26 11:40:13
375,100000002,Eli Lilly and Company,Philippines,7040919,297709,2598140,2022-10-09 05:56:53,2023-03-09 02:02:00,2021-05-17 04:13:44
376,200000002,Harmony Merger Corp.,Philippines,7073090,6775273,2520825,2023-10-14 11:10:38,2022-09-13 13:35:59,2023-09-23 23:03:54
377,100000008,Ethan Allen Interiors Inc.,Colombia,8966025,6630204,9626735,2022-01-02 05:53:27,2020-06-22 21:33:50,2023-02-27 19:38:26
378,100000004,"Calithera Biosciences, Inc.",Philippines,5004992,8369564,9083836,2024-02-17 02:18:32,2022-02-02 00:12:35,2023-07-05 05:41:25
379,100000001,Deutsche Bank AG,Philippines,4661478,4366401,851357,2022-12-14 11:52:59,2020-05-25 09:34:23,2021-09-19 21:16:36
380,100000002,LaSalle Hotel Properties,Brazil,2447187,9151801,6528949,2022-08-14 03:54:30,2021-10-31 00:32:21,2024-02-19 04:11:36
381,200000001,"Entergy New Orleans, Inc.",Brazil,1252120,8142031,5649040,2023-03-25 12:14:29,2023-09-20 10:53:11,2023-11-30 08:28:29
382,100000006,REX American Resources Corporation,Philippines,288001,5424527,3626826,2020-07-30 21:10:46,2021-02-01 01:24:28,2022-02-24 18:43:30
383,100000008,Bank of Commerce Holdings (CA),Philippines,9103248,7587921,7361864,2023-11-23 06:09:27,2023-01-30 21:38:05,2021-06-22 11:57:49
384,200000006,"Jack Henry & Associates, Inc.",Philippines,5182183,5041925,3992404,2020-09-10 13:33:48,2021-05-07 16:05:00,2023-04-29 07:08:01
385,100000001,The Providence Service Corporation,Colombia,8092343,1293413,872034,2023-12-03 14:45:02,2022-05-27 02:20:06,2023-06-14 20:57:57
386,100000006,Flaherty & Crumrine Preferred Income Fund Incorporated,Canada,2918550,8741759,4384347,2022-01-12 11:22:20,2023-09-15 14:26:55,2023-10-14 02:43:32
387,100000004,CECO Environmental Corp.,Philippines,3942827,1478272,6182322,2023-07-04 13:30:35,2022-02-12 15:24:04,2022-04-20 17:03:05
388,100000100,WisdomTree Japan Hedged SmallCap Equity Fund,Canada,9110819,775292,535168,2020-10-28 09:13:44,2021-03-13 11:22:31,2022-09-18 15:05:57
389,100000003,"Echo Global Logistics, Inc.",United States,4802716,6054432,2029346,2021-05-30 20:40:24,2022-01-01 16:02:05,2022-04-04 07:55:42
390,200000002,"Pfizer, Inc.",Brazil,560444,9098886,8633270,2021-12-23 19:30:45,2020-05-03 02:55:11,2023-12-13 16:23:40
391,100000100,Ames National Corporation,Brazil,1264101,5301910,8892105,2023-12-20 16:01:33,2022-03-07 10:36:19,2022-03-30 11:12:37
392,100000004,"Home Bancorp, Inc.",Philippines,9620211,3921098,9639520,2023-03-25 01:23:07,2023-05-18 11:32:21,2020-05-11 19:46:58
393,200000600,NewMarket Corporation,Philippines,5302848,3959890,7226479,2021-11-10 10:33:10,2020-10-14 21:24:31,2022-03-24 23:03:28
394,200000005,"EQT GP Holdings, LP",Colombia,7536350,4460525,8623551,2020-07-17 03:10:27,2022-12-03 01:33:28,2023-10-07 21:54:03
395,100000005,"Emergent Biosolutions, Inc.",Colombia,3258893,9286495,9057680,2022-07-16 05:01:23,2021-04-05 17:50:47,2023-08-09 06:35:48
396,100000008,BlackRock New York Investment Quality Municipal Trust Inc. (Th,Philippines,7379237,8900857,163902,2022-06-27 13:04:33,2021-04-13 21:22:58,2020-09-26 15:51:06
397,200000004,"Berry Global Group, Inc.",Colombia,2258777,864723,738978,2022-04-02 19:12:24,2021-07-19 14:11:55,2023-12-03 17:42:35
398,100000003,Grupo Financiero Galicia S.A.,Canada,8762526,551518,1601603,2021-08-05 03:14:20,2023-10-26 11:47:14,2022-10-24 20:23:14
399,200000003,"Bellerophon Therapeutics, Inc.",Philippines,7467602,8865995,3755156,2020-04-20 12:44:36,2020-11-13 22:46:18,2023-05-19 05:33:56
400,100000005,"Take-Two Interactive Software, Inc.",Brazil,6558686,8595288,8896856,2021-09-12 08:54:45,2020-07-20 00:23:53,2020-07-18 09:10:25
401,200000002,FirstEnergy Corporation,Brazil,9731470,6746006,8208071,2021-01-15 21:07:40,2021-09-11 19:54:46,2020-12-01 15:36:21
402,100000005,Sparton Corporation,Philippines,5883637,8278977,1687931,2022-11-21 12:41:55,2022-03-14 02:04:02,2023-11-29 01:10:48
403,100000009,"Spectra Energy Partners, LP",United States,9996263,750060,1958832,2023-05-28 04:51:55,2020-07-25 08:03:36,2023-06-28 02:07:10
404,100000008,FIRST REPUBLIC BANK,Brazil,3141399,4968778,5738587,2023-09-30 07:39:42,2020-05-18 02:30:03,2020-08-23 13:23:38
405,200000001,Colliers International Group Inc. ,Brazil,2781781,2234635,305225,2023-09-17 15:57:32,2022-01-21 15:59:23,2023-01-28 05:29:44
406,100000005,Mimecast Limited,United States,7317626,4222982,7261851,2021-04-30 11:54:45,2021-01-31 17:34:53,2022-09-09 06:20:26
407,200000600,Teradata Corporation,Colombia,6918531,736191,9426755,2020-10-28 09:12:28,2020-09-25 15:39:58,2021-05-29 23:12:41
408,200000002,"Gabelli Equity Trust, Inc. (The)",United States,283317,6892099,6429304,2021-12-28 06:32:51,2021-12-23 20:11:44,2021-12-14 19:47:45
409,200000002,"P.A.M. Transportation Services, Inc.",Philippines,827892,3600042,4988054,2024-01-12 06:46:31,2023-12-21 16:50:56,2023-10-26 13:30:38
410,100000009,"Merck & Company, Inc.",Brazil,2206783,830904,2303286,2021-02-16 00:57:18,2023-06-11 04:37:31,2021-07-12 04:08:26
411,200000600,Morgan Stanley,Colombia,4680563,6489698,1785100,2023-07-08 21:17:49,2021-11-03 04:37:11,2024-01-24 03:58:04
412,100000004,ePlus inc.,Brazil,7609557,2148759,2780565,2023-04-06 00:30:35,2022-12-06 03:21:53,2022-05-27 00:50:28
413,200000001,Seanergy Maritime Holdings Corp,Colombia,4121569,3782915,432670,2023-12-06 06:50:40,2023-06-02 13:16:42,2021-10-06 07:02:39
414,100000003,John Hancock Preferred Income Fund III,Brazil,2678172,2158398,9327041,2023-06-28 19:15:56,2020-09-03 13:08:32,2021-08-19 04:44:50
415,200000002,Bank of America Corporation,Philippines,2002247,4213335,5221612,2020-06-28 16:56:38,2020-05-26 02:12:11,2021-01-01 02:07:51
416,100000009,"tronc, Inc.",Philippines,7531569,6917560,5660832,2021-09-25 17:44:47,2020-08-28 21:09:45,2021-02-02 10:54:39
417,200000600,Bank of Commerce Holdings (CA),Brazil,4751043,5474270,8597529,2023-11-20 00:38:39,2024-03-05 07:51:14,2024-01-03 03:27:50
418,100000008,First Trust High Income ETF,United States,227482,3868008,9084697,2023-01-12 22:32:42,2021-09-01 15:08:43,2021-04-02 23:41:47
419,100000005,"Barnes Group, Inc.",Brazil,6265870,9345704,5787525,2023-10-24 16:04:07,2023-10-20 17:59:13,2024-01-16 19:01:53
420,100000001,500.com Limited,India,4609175,5975299,5483626,2024-01-18 02:30:10,2021-06-13 00:18:49,2022-01-13 19:28:01
421,100000004,Neovasc Inc.,Philippines,6979405,2875816,9076926,2022-12-21 19:56:17,2020-10-05 09:56:07,2020-07-28 16:09:41
422,200000005,"Hyster-Yale Materials Handling, Inc.",Brazil,7796438,7917522,8259713,2023-08-16 16:13:14,2023-02-04 19:07:35,2020-07-20 06:47:39
423,100000008,180 Degree Capital Corp.,Brazil,7881793,1077869,7459203,2022-10-27 17:40:19,2022-07-16 00:27:49,2022-10-04 00:03:08
424,100000003,First Trust Small Cap Core AlphaDEX Fund,Brazil,7772029,5597556,675726,2022-11-18 00:00:04,2020-05-04 17:26:10,2020-11-13 12:33:36
425,100000001,"Fuel Tech, Inc.",Brazil,593719,7733252,7127253,2021-08-17 18:15:52,2022-02-01 09:22:37,2024-01-27 14:52:33
426,100000004,"American Realty Investors, Inc.",Philippines,5729811,6391814,8927001,2022-07-15 22:59:49,2024-01-16 22:56:41,2021-03-08 12:37:25
427,100000004,Invesco Plc,Philippines,4984389,1656654,8282404,2023-08-29 01:05:40,2021-01-03 09:55:19,2024-01-24 21:54:06
428,100000004,Arbor Realty Trust,Canada,8947699,1123853,3683898,2021-11-05 06:51:26,2024-02-07 22:36:03,2020-04-19 03:47:05
429,100000008,Southern Copper Corporation,Philippines,1283995,6744208,2026206,2021-10-14 05:36:47,2023-04-19 09:49:52,2022-11-22 00:45:11
430,100000002,Boulevard Acquisition Corp. II,Canada,675270,609731,6911243,2023-11-13 07:09:57,2023-01-20 18:41:50,2023-12-27 10:20:48
431,100000006,Royal Bank Scotland plc (The),Colombia,2363413,2660185,1452952,2021-05-27 15:11:43,2022-05-09 04:44:21,2022-06-25 02:18:25
432,100000100,Scorpio Tankers Inc.,Canada,8391901,5210873,1575606,2022-04-15 22:27:04,2022-04-17 07:36:32,2020-04-07 07:22:38
433,200000002,Brookfield Global Listed Infrastructure Income Fund,Brazil,9656585,4480618,3775115,2020-11-01 02:22:20,2023-12-01 23:14:47,2022-01-31 09:01:48
434,200000005,"Taubman Centers, Inc.",Colombia,3068466,5715206,3241918,2022-06-08 12:28:48,2021-03-24 03:26:29,2023-10-10 03:40:35
435,200000002,"Maiden Holdings, Ltd.",Philippines,3564154,2257681,7474475,2023-12-30 19:05:20,2023-01-11 19:57:07,2023-09-02 15:48:41
436,200000005,GigaMedia Limited,Brazil,5305197,3271644,7972553,2022-12-14 15:00:26,2023-09-17 20:45:31,2023-06-04 02:15:35
437,100000001,"Plains Group Holdings, L.P.",Brazil,5012512,4137048,3564599,2022-03-03 00:43:14,2021-05-08 17:29:11,2021-08-25 07:45:22
438,100000009,"Hebron Technology Co., Ltd.",Philippines,2275879,2694957,8910265,2022-11-09 08:57:09,2022-12-06 20:34:17,2022-07-24 21:38:30
439,200000004,LaSalle Hotel Properties,United States,7069694,2207123,8942562,2020-07-03 16:53:11,2022-11-17 21:15:33,2020-12-01 06:29:07
440,100000009,Summit Therapeutics plc,United States,6924833,2855893,3400565,2022-10-08 07:04:20,2021-02-13 04:48:34,2020-11-23 10:57:27
441,100000100,"Dominion Energy Midstream Partners, LP",Philippines,6607080,3572758,5022299,2020-11-30 06:22:01,2024-01-29 00:29:14,2020-10-11 09:13:11
442,200000003,"Southwest Bancorp, Inc.",United States,5772132,3190908,1057685,2021-02-07 11:43:56,2023-01-16 13:41:57,2022-07-01 08:30:41
443,200000002,"Speedway Motorsports, Inc.",Philippines,188437,5758618,9366093,2020-12-16 23:00:43,2023-09-20 03:03:37,2023-01-07 17:10:12
444,100000006,Moog Inc.,United States,4907002,3639070,1242114,2023-01-24 03:27:35,2023-11-14 08:21:06,2021-11-22 06:18:33
445,100000005,Eaton Vance Tax-Advantage Global Dividend Opp,Philippines,8290199,6641851,7439768,2022-01-05 11:51:59,2023-01-29 10:28:25,2021-01-01 15:26:37
446,100000009,"Independent Bank Group, Inc",Brazil,8784169,8023397,8884958,2021-01-25 23:28:35,2022-12-15 11:46:58,2022-01-29 23:24:17
447,100000003,"National Presto Industries, Inc.",Brazil,3271584,3809602,6544851,2022-06-05 17:13:47,2021-06-19 08:46:50,2023-04-03 19:16:21
448,200000003,Bank of Marin Bancorp,Philippines,8392606,2327170,2636671,2023-05-30 23:06:24,2023-11-21 13:48:50,2023-07-25 16:46:34
449,100000002,Invesco High Income Trust II,Philippines,6932886,563015,9582018,2020-07-30 09:21:40,2022-09-03 01:00:45,2023-12-20 10:17:29
450,100000001,"Myers Industries, Inc.",Colombia,4758525,2259803,649849,2021-10-21 12:25:24,2022-08-14 19:02:26,2022-01-23 23:47:34
451,100000006,Navistar International Corporation,Canada,204113,2253319,8509710,2021-02-03 14:39:46,2020-03-09 17:55:30,2021-03-09 12:15:39
452,200000001,"Bemis Company, Inc.",Brazil,6114791,2517076,687857,2020-04-03 20:45:26,2022-11-24 10:27:27,2023-08-03 13:29:16
453,200000005,Pimco Corporate & Income Stategy Fund,Brazil,1326844,4634665,2123046,2020-09-23 12:08:26,2021-01-11 00:57:26,2023-02-07 20:33:19
454,200000004,"Halozyme Therapeutics, Inc.",Colombia,7305577,659649,4571055,2022-02-11 07:43:37,2023-09-23 21:47:06,2023-09-08 12:15:08
455,100000006,"Western Asset High Income Opportunity Fund, Inc.",Colombia,7290164,1809271,6704594,2022-06-07 23:05:04,2022-11-26 04:12:47,2022-01-22 00:13:02
456,100000004,"Xenia Hotels & Resorts, Inc.",United States,7179266,1083777,3259323,2023-08-14 01:06:23,2021-07-31 18:49:52,2023-05-08 14:07:00
457,200000004,"HCI Group, Inc.",Brazil,2067592,5906072,7709547,2021-10-12 16:51:57,2023-09-27 05:34:07,2021-04-05 00:27:07
458,200000004,Sina Corporation,Colombia,6820705,5860015,2034431,2021-12-23 17:09:48,2023-02-15 05:34:01,2022-09-18 04:59:53
459,200000003,Quorum Health Corporation,United States,3585256,6124661,9103427,2023-09-06 08:42:53,2021-08-01 23:54:21,2020-04-24 11:48:06
460,100000100,Ashford Hospitality Trust Inc,Philippines,4128043,1015728,3709222,2021-11-04 03:25:04,2024-02-28 21:16:03,2022-11-03 19:50:18
461,200000006,NCR Corporation,Brazil,6602056,5788870,4086828,2023-10-22 04:10:23,2023-03-23 04:59:43,2022-04-24 08:15:40
462,100000009,CoreSite Realty Corporation,United States,3082275,2936345,2543471,2021-10-08 23:24:37,2023-09-18 01:30:13,2020-04-11 01:07:02
463,100000007,Atento S.A.,United Kingdom,5758236,548225,7680265,2023-03-20 22:46:12,2023-12-12 20:55:37,2020-03-12 05:19:51
464,100000007,"Tandem Diabetes Care, Inc.",Philippines,8497778,7219263,4823275,2023-06-23 04:25:30,2023-09-11 08:21:58,2022-10-14 18:24:51
465,100000003,CF Corporation,Brazil,6539650,2734925,6525252,2021-08-01 09:03:17,2020-08-08 11:52:54,2023-10-15 08:27:17
466,200000002,Geron Corporation,Brazil,196504,7382974,7039385,2020-11-11 05:03:33,2022-11-16 10:32:11,2022-01-21 19:58:40
467,100000003,Genie Energy Ltd.,Philippines,4701569,8986570,6761092,2021-04-15 19:23:10,2021-02-25 11:40:10,2024-02-01 01:54:40
468,200000004,"Corvus Pharmaceuticals, Inc.",Philippines,2860833,9231317,7928880,2021-06-20 01:37:09,2021-01-08 02:41:37,2021-05-17 17:19:53
469,100000001,"Goldman Sachs Group, Inc. (The)",United States,2965484,556322,9106108,2022-11-14 06:38:25,2023-04-17 01:00:44,2021-10-14 21:01:23
470,200000002,"LM Funding America, Inc.",Philippines,3890030,922526,3571915,2022-07-19 21:22:59,2024-02-22 02:26:21,2023-12-17 13:53:00
471,100000005,National Holdings Corporation,United States,6648270,6872456,7965953,2020-09-24 06:38:38,2020-05-18 21:59:03,2020-05-27 03:16:35
472,200000006,BBVA Banco Frances S.A.,Philippines,190040,9252917,6140818,2021-01-26 22:25:46,2021-07-27 10:46:35,2021-04-24 22:48:19
473,200000006,Global Sources Ltd.,Brazil,8616897,4804077,1184905,2023-01-22 05:55:47,2020-03-25 04:24:22,2020-12-31 04:17:08
474,100000005,"Evertec, Inc.",Philippines,3802726,8326746,8204447,2021-02-26 05:40:29,2022-07-20 23:13:51,2021-04-18 10:17:38
475,200000004,Nuveen Georgia Quality Municipal Income Fund ,Philippines,6621717,4879979,3492969,2024-02-21 23:50:47,2024-03-01 16:53:58,2021-06-15 20:58:16
476,200000002,"Entergy Louisiana, Inc.",Philippines,6055640,975095,3835885,2021-05-13 10:22:17,2021-09-22 00:15:29,2022-12-19 23:28:03
477,200000002,RH,Philippines,3681164,2710283,6875417,2020-10-18 18:12:44,2024-01-09 00:23:59,2021-12-17 09:17:42
478,100000001,"Live Oak Bancshares, Inc.",Brazil,9486421,7807854,8173425,2022-09-27 05:31:46,2020-05-30 03:48:34,2021-10-17 14:10:48
479,100000100,"Simon Property Group, Inc.",Philippines,9715079,7374490,6312714,2023-08-02 12:56:01,2022-10-09 16:34:39,2021-12-29 03:22:25
480,100000009,"Maxwell Technologies, Inc.",Philippines,4277630,7384238,7807056,2020-12-20 00:23:14,2022-11-18 14:07:36,2022-06-03 18:24:49
481,100000003,"Vantiv, Inc.",United States,6079495,7548768,6483760,2023-12-04 06:29:58,2022-09-12 03:16:00,2022-07-09 05:46:18
482,100000001,DAVIDsTEA Inc.,Philippines,6665692,275263,1144666,2021-03-01 16:42:12,2021-04-20 11:44:02,2020-09-11 15:38:15
483,100000008,First Trust Mega Cap AlphaDEX Fund,Philippines,9095973,2447876,8003851,2021-12-13 01:12:19,2021-04-30 07:40:06,2020-03-14 15:55:01
484,100000003,Bank Of Montreal,Brazil,6254252,4239329,4362971,2022-03-19 01:18:13,2020-03-13 00:52:54,2020-10-20 02:31:25
485,100000001,ClearBridge Energy MLP Total Return Fund Inc.,Philippines,1055207,2300687,6794197,2022-03-01 09:52:04,2023-07-30 19:51:14,2023-01-01 21:28:18
486,100000008,"CVR Partners, LP",Philippines,1191031,5899091,9895709,2022-11-05 23:58:21,2020-06-09 15:41:11,2020-12-31 23:30:12
487,200000001,"Western Asset Municipal Partners Fund, Inc.",Brazil,9859308,1885892,2034848,2023-02-03 19:36:41,2020-08-16 22:55:00,2021-11-20 02:39:10
488,100000008,IntriCon Corporation,Brazil,4365877,9262208,5415555,2023-07-14 13:57:18,2024-02-18 05:19:21,2022-08-15 23:27:24
489,100000002,AdvisorShares Market Adaptive Unconstrained Income ETF,Colombia,6148477,3301284,6677698,2022-01-29 04:11:51,2021-01-06 04:01:31,2021-03-31 22:10:33
490,100000003,WisdomTree United Kingdom Hedged Equity Fund,Philippines,6461562,4729007,1581183,2024-02-19 00:43:13,2022-12-14 01:38:01,2022-08-16 19:56:30
491,200000003,"Triumph Group, Inc.",Philippines,2954400,7037536,6921175,2023-02-08 00:22:52,2023-01-14 22:25:52,2020-07-12 02:35:11
492,100000007,"Papa John's International, Inc.",Brazil,1906583,4944379,9288037,2020-08-30 05:20:28,2022-03-17 18:16:54,2022-05-28 00:23:13
493,100000007,NGL ENERGY PARTNERS LP,Brazil,2054770,1522999,6378830,2024-02-03 22:27:53,2023-07-17 23:53:55,2021-04-24 05:26:31
494,100000002,Phillips 66 Partners LP,United States,6822505,2726591,2437588,2022-10-30 04:08:30,2021-05-10 12:04:55,2024-01-19 07:27:38
495,200000001,Midatech Pharma PLC,Brazil,8651107,8122255,333411,2021-07-03 23:15:00,2020-11-10 23:52:46,2023-04-22 23:46:29
496,200000003,"Maxim Integrated Products, Inc.",Brazil,5553920,6864801,5169870,2022-11-15 08:02:40,2023-08-03 03:25:45,2024-02-04 09:19:47
497,200000600,Nuveen Ohio Quality Municipal Income Fund,Brazil,8636810,594564,8728557,2024-01-30 11:26:12,2020-03-16 00:57:45,2023-06-16 21:32:11
498,200000006,"Hibbett Sports, Inc.",Canada,4816460,7108717,5522727,2022-11-27 14:50:25,2022-11-06 04:31:31,2020-11-08 20:37:24
499,100000005,Rowan Companies plc,Philippines,6626587,3763287,7726241,2020-05-11 03:51:37,2024-02-22 01:34:34,2022-01-07 21:53:36
500,100000004,Hancock Holding Company,Philippines,9088091,6893568,319994,2021-12-20 18:37:26,2021-06-11 01:46:45,2021-11-24 06:45:06
501,200000003,Iridium Communications Inc,Brazil,7478339,9987198,8231678,2021-04-15 12:52:03,2024-02-19 14:43:16,2023-03-21 02:54:25
502,200000003,Compugen Ltd.,Brazil,9128402,1778623,1860143,2020-04-26 22:25:36,2021-07-15 08:08:14,2023-05-02 07:57:48
503,100000001,PolyOne Corporation,Colombia,847113,5422520,750914,2021-01-30 03:42:53,2023-01-24 22:47:34,2024-02-21 03:34:10
504,200000001,National Energy Services Reunited Corp.,Colombia,7951739,4905980,5366081,2021-01-04 06:46:56,2021-12-26 16:31:43,2020-05-10 11:58:28
505,100000001,Janus Henderson SG Global Quality Income ETF,Philippines,6875252,1664156,712469,2021-08-09 03:31:47,2022-12-28 00:00:29,2021-07-16 08:36:13
506,100000008,Gabelli Global Small and Mid Cap Value Trust (The),Philippines,5092913,7027538,2681192,2021-09-05 19:45:33,2024-01-26 15:23:19,2023-10-10 04:41:04
507,100000008,Ardagh Group S.A.,United States,4252423,4584824,7892019,2023-11-19 21:29:07,2020-05-23 06:34:26,2020-12-24 21:40:09
508,100000005,"FTI Consulting, Inc.",Colombia,2299012,445761,3333963,2023-09-01 21:00:33,2020-09-20 08:52:57,2023-10-11 06:39:26
509,200000005,Toronto Dominion Bank (The),Philippines,6840762,8396750,9280650,2024-02-17 02:46:10,2020-04-15 10:50:34,2022-05-31 19:04:40
510,200000600,Digi International Inc.,Philippines,5878884,7185512,7466011,2023-01-31 05:22:43,2021-03-06 04:34:50,2022-11-27 04:21:18
511,100000004,"The First Bancshares, Inc.",United States,2406329,4044713,9139025,2020-07-28 08:56:06,2021-03-09 15:16:24,2023-06-16 02:02:47
512,100000004,"Aptose Biosciences, Inc.",Brazil,7521359,8564041,325146,2020-06-28 10:05:00,2023-11-15 02:20:33,2023-05-10 23:59:09
513,200000004,"Five Point Holdings, LLC",Brazil,7972387,6190793,223888,2021-08-27 11:11:57,2021-02-26 03:51:46,2023-10-16 00:40:26
514,100000007,Preformed Line Products Company,Brazil,7041102,9697425,1711100,2022-08-14 13:09:43,2020-06-26 02:55:52,2022-06-15 01:06:42
515,100000003,Syneron Medical Ltd.,Brazil,7941693,9219107,968088,2024-03-03 17:11:15,2021-04-24 03:05:42,2022-09-15 23:49:40
516,200000600,"CommerceHub, Inc.",Philippines,471357,6610363,2160515,2022-04-16 17:20:05,2020-07-22 01:10:37,2022-04-06 04:13:51
517,200000004,Sociedad Quimica y Minera S.A.,Brazil,6662921,6583773,2056982,2020-07-31 14:19:33,2021-09-13 01:46:48,2023-05-30 10:25:09
518,100000004,"World Point Terminals, LP",Philippines,7433025,7835897,7806581,2021-06-01 05:30:33,2021-02-12 09:25:42,2020-04-17 22:22:26
519,200000006,"Staples, Inc.",Philippines,6002987,7969304,4094389,2023-06-20 14:02:05,2022-03-18 23:15:37,2022-07-12 07:18:59
520,100000006,"Barnes & Noble Education, Inc",Philippines,729398,5233340,9711514,2022-01-15 20:18:03,2022-08-24 02:26:40,2021-05-29 23:10:03
521,100000008,"Wayside Technology Group, Inc.",Brazil,6175189,2923972,8153862,2021-07-30 00:01:54,2021-07-22 00:15:28,2021-05-01 16:43:33
522,100000004,"Gray Television, Inc.",Philippines,1665718,9224050,3068392,2023-11-16 16:18:41,2022-10-01 23:48:49,2020-04-29 06:50:01
523,200000003,Invesco Credit Opportunities Fund,Brazil,3377901,1318517,2739530,2022-01-02 04:11:31,2022-09-08 02:15:08,2021-03-13 17:02:43
524,200000005,"Digital Ally, Inc.",Brazil,1488192,8028819,9182187,2023-09-06 20:57:53,2020-04-15 10:12:20,2023-12-09 16:55:31
525,200000006,"Cohu, Inc.",Colombia,6972192,7224543,7408527,2022-03-29 03:23:00,2023-12-28 17:34:47,2024-01-28 16:59:15
526,100000100,"Neuralstem, Inc.",Philippines,2063545,9628701,4186816,2021-10-17 11:46:17,2023-05-12 14:18:34,2023-02-07 19:12:55
527,200000600,First Trust Specialty Finance and Financial Opportunities Fund,Philippines,2158773,9953752,2393767,2020-05-13 03:16:07,2021-02-14 05:48:58,2020-11-07 07:43:29
528,100000009,MRC Global Inc.,United States,6473814,6048667,8615589,2020-11-11 22:25:09,2020-10-05 08:09:04,2023-09-07 19:37:31
529,100000001,Encana Corporation,Colombia,4532369,2783973,3539953,2023-10-19 23:43:23,2022-09-25 17:14:57,2023-03-30 10:02:07
530,100000002,Aircastle Limited,Philippines,1893044,4275264,8855623,2021-01-17 12:12:23,2023-03-04 11:02:55,2024-02-09 14:32:24
531,200000002,VictoryShares US Small Cap High Div Volatility Wtd ETF,Brazil,4475395,1251983,1704624,2022-02-26 17:54:10,2022-04-15 17:48:00,2023-11-03 14:01:23
532,100000002,"Oncobiologics, Inc.",Colombia,7899724,4687192,4537876,2020-07-30 05:44:30,2023-11-16 08:11:36,2021-02-12 07:44:20
533,100000100,Federal Realty Investment Trust,Philippines,1910509,5427532,6218237,2022-07-12 14:55:13,2022-09-02 20:03:34,2020-04-29 14:46:57
534,200000006,News Corporation,United States,3905150,5390788,584992,2020-04-30 22:53:50,2021-08-03 13:28:05,2022-11-24 16:07:11
535,200000005,"City Office REIT, Inc.",United States,2911561,5778755,7576044,2021-09-09 21:00:22,2022-09-20 11:53:08,2021-10-14 14:57:25
536,200000001,Nuveen Global High Income Fund,Canada,7015150,9707404,6904503,2021-12-17 18:24:27,2020-07-08 04:39:01,2021-10-03 10:33:58
537,100000005,"TPG Specialty Lending, Inc.",Philippines,3800952,391480,4392766,2023-01-14 17:10:19,2023-07-09 18:21:56,2023-08-18 09:49:50
538,200000001,CHS Inc,Philippines,8396031,9932482,2492624,2024-02-15 15:46:36,2020-04-10 06:47:09,2020-03-13 05:59:02
539,100000004,Cantel Medical Corp.,Brazil,1203692,6454154,7183262,2021-12-19 18:07:03,2020-07-02 23:02:44,2021-07-08 18:16:12
540,200000005,KKR Financial Holdings LLC,United States,8926824,7197126,4987294,2024-03-04 20:17:19,2021-05-14 06:36:31,2021-11-04 01:45:45
541,200000004,CONMED Corporation,Australia,8855367,7596436,8103235,2022-07-14 05:27:02,2022-01-31 11:21:46,2022-09-28 15:56:05
542,200000600,Renasant Corporation,Brazil,7517407,7372519,1121715,2023-06-10 09:59:43,2023-01-11 20:50:10,2023-09-30 19:52:46
543,200000006,Dynegy Inc.,United States,4865187,9904687,6861318,2022-07-13 09:27:20,2023-02-24 05:14:15,2021-05-11 20:16:05
544,100000004,Cyanotech Corporation,United States,2707785,3096337,2279755,2023-12-31 10:03:09,2021-03-10 15:04:45,2021-08-30 22:03:12
545,200000001,Blackrock Global,Colombia,249359,9269162,3088472,2021-05-07 12:54:49,2022-09-08 16:15:02,2023-10-12 13:14:19
546,100000001,BullMark LatAm Select Leaders ETF,Philippines,9325355,7462878,6886862,2020-07-21 01:41:05,2024-02-22 09:12:36,2023-02-14 17:24:34
547,100000005,"Haverty Furniture Companies, Inc.",Canada,2736511,1759898,8204895,2021-08-01 03:23:48,2023-02-14 06:14:05,2021-07-21 20:50:07
548,200000600,"Total System Services, Inc.",Brazil,9945681,1273892,5893247,2020-11-20 00:04:21,2020-07-23 05:29:03,2021-12-02 04:54:39
549,200000001,"Full House Resorts, Inc.",Colombia,9943765,2888155,5066266,2021-03-25 05:41:30,2021-05-24 15:55:17,2021-06-02 06:09:11
550,200000002,"CBL & Associates Properties, Inc.",Philippines,3940895,3599814,7197754,2023-03-02 04:17:29,2021-08-31 20:20:25,2023-12-11 19:10:59
551,200000006,"Netlist, Inc.",Brazil,4741412,2565405,8551268,2023-09-21 22:04:37,2023-07-04 09:10:29,2023-07-31 17:56:33
